IDE;aitem1;aitem2;aitem3;aitem4;aitem5;aitem6;aitem7;aitem8;aitem9;aitem10;aitem11;aitem12;aitem13;aitem14;aitem15;aitem16;aitem17;aitem18;aitem19;aitem20;aitem21;aitem22;aitem23;aitem24;aitem25;aitem26;aitem27;aitem28;aitem29;aitem30;aitem31;aitem32;aitem33;aitem34;aitem35;aitem36;aitem37
R714;4;2;4;1;1;2;4;1;5;5;5;4;3;3;5;1;3;3;4;2;5;3;3;5;3;4;2;2;2;2;5;1;4;1;4;5;1
R715;3;4;1;5;2;2;4;4;4;1;3;3;2;2;4;2;3;2;5;4;5;3;3;1;1;4;3;5;5;4;4;5;4;3;4;5;4
R716;5;4;5;3;4;2;2;1;2;1;5;1;2;3;4;1;2;1;3;5;2;4;5;2;4;2;3;5;1;1;1;1;4;2;4;5;4
R717;3;2;3;1;4;2;3;3;2;2;4;1;5;3;4;3;2;4;3;2;4;4;5;2;2;5;2;4;2;2;4;4;1;3;4;2;5
R718;5;5;3;3;3;1;1;3;5;5;4;2;4;4;4;5;3;1;1;1;1;3;1;4;5;1;4;2;3;1;1;3;3;4;3;1;5
R719;1;4;2;2;2;2;5;2;2;3;2;1;3;2;5;2;5;3;5;1;2;2;1;5;5;1;2;3;4;3;2;1;3;1;5;3;3
R720;3;1;2;3;2;2;4;1;2;5;4;4;5;1;1;2;3;2;4;3;5;2;2;5;4;1;5;3;4;4;3;1;4;3;1;5;5
R721;1;5;2;3;1;4;5;4;5;5;3;2;5;4;5;4;5;3;1;5;1;2;5;1;3;4;5;2;5;4;2;2;3;1;3;3;3
R722;2;5;2;1;2;4;1;3;1;1;4;2;5;3;3;4;2;4;5;3;3;4;1;3;2;2;1;5;2;2;4;3;3;3;4;5;3
R723;2;5;1;3;5;2;1;1;2;4;1;3;2;2;4;4;3;2;3;1;1;2;3;3;1;5;2;1;2;4;1;5;4;1;5;4;2
R724;3;4;1;3;4;3;4;4;1;4;4;1;3;2;5;3;2;4;4;5;5;4;4;3;2;4;4;5;3;3;5;2;4;3;5;1;3
R725;2;1;2;1;3;5;3;5;4;4;2;1;4;5;3;3;2;1;2;4;1;1;3;1;1;3;5;1;3;2;3;5;2;4;1;1;1
R726;4;4;4;5;5;1;2;1;1;5;2;5;3;4;1;4;1;4;3;3;4;4;3;5;2;2;1;5;1;5;2;2;4;3;3;3;3
R727;3;5;5;5;4;1;4;2;2;2;1;1;4;5;2;5;2;4;1;4;3;1;1;1;3;2;3;5;5;3;4;2;4;4;4;2;3
R728;2;4;3;1;2;2;2;3;2;5;3;4;3;4;5;2;5;4;1;4;2;4;1;2;2;3;5;5;4;2;4;2;2;2;1;3;3
R729;5;1;1;4;3;3;2;2;1;2;2;3;3;4;2;2;4;1;5;1;2;4;1;2;1;5;3;3;3;4;1;3;2;2;5;2;1
R730;3;1;5;5;4;4;1;2;1;2;1;3;4;4;3;3;2;3;5;3;2;2;3;3;2;3;2;5;2;5;4;1;3;3;3;5;1
R731;4;1;2;1;5;5;2;5;3;4;4;3;4;4;1;4;5;4;1;5;4;4;5;2;2;4;2;4;2;5;3;2;3;4;1;4;1
R732;2;4;1;2;3;1;2;4;2;1;4;1;5;4;2;5;5;1;5;1;4;5;2;3;2;5;4;3;3;4;3;2;1;1;3;4;4
R733;1;1;1;2;2;3;3;1;4;3;4;2;4;3;3;1;3;1;5;4;2;4;1;1;5;1;2;5;1;3;5;1;1;2;5;1;4
R734;3;1;5;2;1;2;2;5;1;4;1;4;5;5;5;5;4;4;3;5;1;2;5;2;1;1;5;4;1;1;2;2;2;5;3;1;5
R735;1;4;4;5;2;4;5;5;4;1;5;1;2;1;2;4;5;4;5;5;4;2;3;4;4;1;4;3;2;2;3;3;5;3;4;4;5
R736;4;5;5;5;3;1;1;1;1;3;2;1;4;3;1;2;3;5;4;1;5;5;2;1;4;5;5;1;2;5;4;2;3;4;3;3;2
R737;1;5;5;4;4;3;4;3;3;3;5;1;4;5;5;5;3;1;5;2;4;4;5;5;1;1;4;2;1;5;1;3;2;5;2;1;3
R738;3;1;2;2;1;3;5;3;1;2;1;5;3;2;5;1;3;5;5;1;5;1;3;5;1;4;5;3;5;3;3;5;2;3;4;2;3
R739;2;4;3;5;1;5;4;3;5;1;5;3;5;2;5;2;2;5;5;3;5;4;1;1;4;1;1;3;5;2;5;2;1;5;1;2;3
R740;5;3;5;1;4;2;3;2;4;4;2;5;5;4;5;1;3;2;1;3;1;3;2;4;4;5;3;2;5;3;2;3;2;1;1;3;1
R741;4;1;5;1;2;2;5;4;4;2;3;4;2;5;5;1;4;5;1;2;4;5;1;2;2;3;5;1;1;2;1;4;3;4;4;3;5
R742;4;4;2;5;3;1;1;5;1;2;5;4;5;2;3;1;5;2;3;3;4;1;1;2;3;3;3;4;1;1;4;4;2;2;2;2;1
R743;2;1;2;3;1;2;1;5;3;1;1;2;4;1;3;1;1;3;2;5;2;2;2;3;4;4;2;2;3;3;1;3;3;3;3;1;3
R744;3;2;1;5;3;5;2;2;2;4;2;2;3;5;5;1;4;1;3;2;5;5;5;3;5;3;5;3;4;4;2;5;5;3;2;5;5
R745;3;4;5;2;3;5;3;5;2;1;3;5;2;5;1;1;5;3;4;5;2;3;3;4;2;5;5;4;4;2;3;2;2;1;4;1;4
R746;3;2;1;1;2;5;2;3;3;4;1;5;3;3;5;4;5;1;2;5;5;2;1;3;4;3;3;3;5;3;4;1;5;2;1;3;1
R747;2;2;2;3;5;5;1;4;1;2;3;5;2;1;5;3;3;5;5;3;4;2;3;1;4;2;1;2;4;3;4;3;5;3;3;5;4
R748;5;5;1;3;3;1;1;5;1;3;4;4;2;1;1;3;2;1;4;3;1;5;5;5;2;5;5;3;2;2;4;5;1;1;4;4;5
R749;1;3;1;1;2;4;3;5;4;2;4;4;1;5;5;4;4;3;3;3;4;4;1;4;2;2;2;3;2;1;1;1;5;3;4;2;1
R750;2;3;2;2;1;5;4;3;4;5;5;4;2;1;3;3;5;1;5;5;5;1;4;2;5;1;5;4;1;1;4;1;5;4;3;1;2
R751;5;2;4;1;3;4;3;1;3;4;2;3;1;1;3;3;3;5;1;4;1;5;3;1;1;4;2;5;2;2;4;4;5;5;3;2;3
R752;4;3;3;2;4;2;2;2;2;1;3;1;3;5;2;5;3;5;2;3;4;3;3;4;5;3;5;1;1;4;2;5;2;3;4;3;1
R753;3;2;1;3;5;4;2;5;5;4;4;2;1;2;3;1;4;1;1;4;2;5;3;4;5;3;2;3;5;1;5;3;3;3;1;2;4
R754;3;4;3;1;2;3;3;2;5;5;4;5;5;3;4;5;1;3;4;5;1;4;2;4;2;5;4;1;5;5;5;2;1;5;4;5;5
R755;5;2;4;3;4;4;3;3;3;3;5;4;5;3;1;5;2;3;5;1;2;5;2;1;5;3;4;4;2;2;1;4;3;1;3;4;5
R756;4;1;2;1;4;5;3;5;1;1;3;4;4;3;2;3;3;2;2;3;4;5;2;1;2;5;1;5;2;4;4;3;5;3;1;3;2
R757;1;4;1;4;5;2;5;2;1;4;3;5;1;5;1;5;4;1;2;2;5;1;5;3;3;2;5;2;4;3;3;3;4;2;5;1;5
R758;2;3;4;4;4;2;3;2;3;2;3;4;2;5;2;2;1;4;2;4;3;5;1;2;1;4;2;5;4;5;4;2;1;5;1;3;3
R759;2;3;3;1;4;2;5;2;4;1;2;4;3;4;3;1;5;4;2;4;4;5;2;4;5;5;1;1;1;3;2;1;4;1;1;2;2
R760;4;1;4;5;2;1;3;5;1;1;3;1;2;1;4;4;1;1;4;1;2;4;2;4;3;1;2;3;2;1;3;4;2;5;1;5;1
R761;2;5;5;4;4;1;5;2;4;2;3;3;3;5;2;3;5;5;2;2;4;5;3;5;2;4;3;5;2;3;1;2;2;2;4;1;1
R762;5;5;5;2;5;4;5;2;3;5;4;4;4;1;5;2;1;4;2;1;3;3;5;3;1;3;4;4;1;1;2;3;1;2;5;3;4
R763;2;4;5;1;2;5;5;3;3;4;5;2;4;4;1;3;1;5;2;1;2;2;2;2;5;5;5;3;1;5;2;4;4;1;5;5;3
R764;4;3;3;4;1;1;2;1;5;3;3;2;5;3;5;3;2;5;1;3;2;4;4;4;3;2;2;2;1;1;4;3;3;5;5;5;5
R765;5;1;5;3;1;3;3;1;5;5;2;4;2;1;1;5;3;1;4;2;4;4;2;5;2;4;5;1;3;3;1;3;1;4;4;4;5
R766;5;5;4;3;5;1;2;4;5;2;4;3;1;3;1;3;4;3;1;2;2;1;1;3;4;2;1;2;3;5;2;5;2;5;1;5;3
R767;2;1;1;4;4;3;2;3;2;5;2;4;4;1;4;3;3;5;2;5;4;3;4;5;5;5;4;5;1;2;5;4;5;4;3;3;3
R768;1;5;3;1;5;5;1;2;5;5;2;3;3;3;5;4;1;5;1;2;3;2;2;1;1;2;2;1;2;2;3;3;2;1;2;2;3
R769;2;2;2;1;1;1;1;5;2;4;4;5;2;5;3;2;4;3;3;4;3;2;5;1;3;1;3;1;1;3;1;3;4;3;5;4;4
R770;1;5;4;4;3;1;3;3;5;2;3;3;1;5;3;3;4;1;4;1;4;2;1;1;4;4;2;1;1;1;4;1;2;4;5;1;5
R771;1;1;5;5;5;5;1;2;1;5;2;5;1;1;1;1;4;3;4;3;4;3;5;3;1;2;4;4;5;5;3;2;2;3;4;5;1
R772;4;4;4;1;1;2;2;2;2;2;1;1;2;5;5;1;2;5;5;2;5;2;2;1;2;4;5;2;1;2;1;4;4;1;4;5;4
R773;5;5;5;2;2;2;4;5;5;5;1;4;3;5;3;5;1;1;5;2;5;1;5;4;2;3;4;1;4;5;5;1;5;5;4;2;3
R774;5;5;3;5;5;3;5;4;4;5;5;2;3;1;5;2;3;4;2;2;4;2;3;4;2;4;3;1;5;2;5;3;4;4;5;3;3
R775;3;4;1;4;2;3;3;3;5;3;5;4;5;2;5;3;2;1;1;1;2;4;4;2;5;5;5;4;4;5;1;1;4;2;1;2;4
R776;3;4;1;3;5;4;5;4;4;1;3;1;5;4;2;2;1;5;2;2;4;4;3;2;1;1;4;5;3;1;2;5;4;3;1;2;5
R777;5;1;4;3;3;5;2;1;2;2;2;4;5;3;2;3;5;1;2;5;5;5;4;1;2;2;5;5;5;2;2;2;4;2;5;2;4
R778;2;3;2;2;4;3;5;3;5;2;3;5;3;1;1;5;4;4;5;2;1;4;1;4;4;1;5;4;5;4;4;5;4;4;3;4;5
R779;1;4;4;5;5;4;1;4;2;5;3;2;2;5;2;5;4;2;5;1;4;3;3;4;1;1;2;4;4;4;4;5;2;4;1;2;4
R780;5;1;4;5;1;1;2;2;2;5;5;5;2;3;4;3;5;1;3;3;1;3;5;5;2;5;3;5;2;3;2;4;3;5;5;2;3
R781;3;5;1;3;1;2;3;5;1;2;1;1;3;2;5;2;5;2;5;4;1;2;1;5;2;2;4;1;5;1;4;3;3;4;3;5;2
R782;1;4;4;1;1;4;5;5;3;2;1;4;2;5;3;3;3;1;2;4;3;2;3;3;1;1;2;4;3;2;5;3;3;1;3;3;3
R783;4;5;5;3;1;2;4;5;5;5;4;3;2;2;1;1;3;2;4;4;4;4;5;1;1;1;5;5;5;5;5;5;1;3;3;3;4
R784;1;4;2;1;5;3;5;1;4;5;3;5;3;5;3;1;2;4;3;4;2;1;2;3;5;3;5;3;3;1;3;5;5;4;3;1;4
R785;5;2;3;4;1;3;1;3;2;4;1;5;4;1;4;2;2;4;4;4;3;1;2;5;2;1;1;4;4;5;5;1;2;1;5;2;5
R786;2;1;5;2;1;3;2;5;5;4;2;4;4;4;3;2;4;1;1;1;5;4;5;2;3;2;2;1;4;3;2;4;4;2;5;5;4
R787;5;3;4;2;1;2;3;1;4;4;5;5;5;4;3;3;3;2;5;4;1;2;2;5;4;5;2;4;3;5;5;5;2;2;2;1;1
R788;4;5;4;2;5;1;5;3;3;3;1;1;2;3;1;4;4;4;4;4;2;2;3;1;3;3;3;1;4;1;1;3;2;1;1;5;5
R789;3;3;1;3;3;1;2;3;4;2;3;1;5;2;4;4;4;3;5;3;4;1;2;1;2;2;5;4;4;5;2;5;3;2;5;1;5
R790;4;4;4;4;5;4;5;3;3;4;4;1;4;1;4;2;5;2;3;5;5;2;5;3;4;5;1;1;3;5;2;4;3;1;5;1;3
R791;4;2;5;2;2;3;5;4;3;4;2;3;1;2;1;5;3;3;2;2;5;5;4;5;4;4;2;3;1;5;4;4;3;3;4;1;4
R792;3;1;5;2;3;2;5;5;3;2;5;1;5;1;2;4;2;5;3;5;2;3;2;3;4;4;5;5;1;3;5;2;1;1;4;1;3
R793;5;2;2;2;5;3;4;2;1;1;1;1;4;3;4;2;4;1;2;4;1;4;3;3;2;1;4;3;1;1;2;2;3;4;2;5;4
R794;2;3;3;3;5;5;5;4;5;1;3;5;2;2;1;1;1;4;4;2;3;5;1;2;5;1;5;4;1;2;1;5;1;4;1;3;1
R795;5;4;4;1;4;5;1;5;3;4;3;1;3;3;3;1;4;4;2;5;3;5;5;5;1;3;3;3;1;4;4;3;3;3;4;3;3
R796;5;1;1;2;2;4;2;4;4;2;4;4;2;3;1;3;1;3;5;4;4;5;1;5;2;2;2;2;3;4;5;3;2;3;2;2;2
R797;2;1;2;3;1;2;4;2;4;4;4;2;3;1;3;4;1;2;4;4;1;5;2;1;1;1;1;2;3;3;4;2;4;1;3;3;3
R798;2;2;1;5;5;2;3;5;3;3;2;4;2;4;2;5;4;3;3;4;3;2;2;2;1;2;1;4;5;2;5;3;1;5;5;3;2
R799;3;1;1;2;4;3;2;5;2;5;2;1;2;4;1;3;2;1;1;3;4;4;1;3;4;3;1;3;3;5;3;4;3;5;3;3;1
R800;1;2;5;4;2;3;2;2;2;1;5;2;2;3;1;2;1;5;5;5;5;1;2;3;4;5;3;5;3;2;5;4;1;1;1;4;2
R801;2;4;3;1;5;5;2;2;5;2;5;3;5;1;5;2;4;4;4;2;5;4;4;4;5;5;4;4;3;4;2;3;2;5;1;4;4
R802;5;1;3;4;1;3;2;1;4;5;4;5;5;2;2;4;2;4;1;1;5;3;5;2;1;4;5;2;1;3;2;1;4;5;1;1;2
R803;4;4;5;3;3;3;2;4;1;5;1;4;2;3;5;4;1;1;5;2;2;4;3;2;1;2;5;3;3;3;5;5;4;5;3;5;2
R804;4;5;5;5;1;4;3;4;1;3;1;5;3;2;4;2;2;1;2;4;2;3;5;5;5;5;3;3;3;3;3;3;2;3;4;1;5
R805;1;5;1;3;5;2;4;1;4;5;2;3;1;1;3;3;1;1;1;3;3;1;5;4;5;5;3;5;5;1;5;1;2;2;1;5;2
R806;2;2;1;2;3;5;2;2;2;5;4;1;3;4;2;2;4;1;3;4;5;5;1;4;5;2;1;3;5;4;2;2;5;5;1;3;4
R807;1;4;2;5;4;5;4;3;1;4;3;1;1;2;2;4;2;4;5;1;1;2;3;5;4;5;5;4;1;4;2;4;3;5;2;4;3
R808;3;3;5;1;3;4;3;5;4;2;1;2;2;1;3;2;3;5;5;4;4;1;2;3;5;2;5;5;4;3;4;1;2;3;4;2;5
R809;1;3;3;2;3;1;1;3;2;5;2;2;2;3;3;3;2;4;5;3;4;5;5;5;3;4;5;4;2;4;3;1;5;1;3;3;1
R810;2;4;2;3;4;1;1;2;5;3;5;3;4;1;3;5;4;2;5;5;2;4;2;5;1;1;1;4;5;2;1;3;3;3;4;1;2
R811;5;2;2;3;3;5;3;4;3;3;2;2;1;2;1;1;3;5;1;4;3;2;4;1;5;4;2;5;5;5;1;2;4;1;5;2;1
R812;1;2;2;1;5;4;2;4;5;2;2;2;3;4;5;2;2;4;3;4;1;4;5;1;2;5;5;1;2;1;1;1;5;2;4;1;4
R813;3;1;1;3;2;2;4;2;3;5;2;2;5;3;2;1;3;3;1;4;4;4;4;4;4;2;3;2;4;1;2;2;4;5;3;2;5
R814;2;1;4;2;4;3;2;1;4;5;5;1;3;1;4;4;1;3;4;3;3;5;3;4;1;4;2;4;2;3;2;2;3;3;4;1;2
R815;1;1;3;1;2;5;4;1;4;1;5;4;4;5;5;1;2;1;2;3;4;4;4;2;4;4;4;5;5;3;5;5;1;4;2;3;5
R816;2;1;5;5;2;5;4;3;2;5;2;2;2;3;2;4;4;3;2;1;4;1;4;4;4;2;3;4;5;2;3;3;3;5;3;4;4
R817;1;2;4;3;5;2;3;1;2;1;4;4;5;3;5;1;2;4;1;1;3;1;4;1;3;5;4;3;3;2;5;5;5;1;4;2;5
R818;4;1;4;4;1;4;2;4;5;5;3;4;1;2;1;4;2;3;3;1;3;4;1;1;2;2;2;5;2;2;3;2;5;4;2;1;4
R819;3;2;5;1;3;5;1;1;5;3;2;1;3;4;4;2;1;2;5;3;4;3;5;5;3;1;3;1;3;2;4;1;2;1;3;3;4
R820;2;3;2;4;1;4;4;3;3;5;5;3;5;3;2;5;2;4;4;4;2;2;1;2;1;5;2;2;5;5;2;5;3;1;4;3;5
R821;2;4;4;2;1;3;4;3;1;1;1;2;5;4;5;3;5;3;5;2;4;5;5;1;3;3;2;4;4;1;1;3;2;5;2;5;1
R822;1;1;3;1;3;5;4;1;4;1;5;5;5;1;3;5;5;5;2;3;5;3;5;1;4;3;4;5;1;3;5;5;5;2;3;1;2
R823;1;5;5;1;5;5;2;4;5;2;1;1;4;2;1;4;5;4;5;2;4;1;2;5;5;1;1;5;4;2;5;4;2;1;4;3;2
R824;5;4;5;3;1;4;3;3;1;3;2;4;5;1;5;4;2;4;1;5;5;4;4;1;2;5;1;2;1;4;1;2;5;1;2;1;3
R825;2;5;5;3;4;2;3;3;2;3;4;5;3;3;5;3;5;4;5;4;4;2;3;3;4;4;5;2;3;4;5;2;5;3;3;4;5
R826;1;4;2;4;5;1;3;2;5;2;1;4;1;4;2;5;5;3;3;5;5;5;3;4;1;1;3;5;1;5;2;4;1;2;2;5;3
R827;2;1;4;1;3;4;5;4;2;1;4;4;4;5;5;5;2;3;5;2;4;2;5;3;1;2;1;2;5;5;3;2;5;1;2;2;5
R828;2;3;1;2;3;1;3;1;2;3;3;3;1;3;1;5;5;2;2;3;3;1;4;3;5;3;4;3;1;1;5;5;2;4;2;5;5
R829;4;5;1;5;3;1;4;1;4;4;1;5;1;5;5;1;2;1;1;3;2;5;3;2;3;5;2;4;4;3;2;3;4;3;4;3;3
R830;2;5;4;3;1;4;4;5;2;4;2;3;5;5;3;5;5;3;1;5;2;1;4;1;4;1;5;1;5;4;4;2;2;4;3;2;5
R831;3;2;3;2;1;4;4;4;5;5;2;4;4;4;2;5;4;4;3;2;3;5;1;2;3;1;2;5;2;1;5;5;2;3;2;3;1
R832;2;3;3;4;2;1;4;3;1;4;5;2;3;1;1;1;3;5;5;1;3;5;2;4;5;1;4;3;3;1;5;2;1;3;2;2;3
R833;3;3;5;4;3;4;2;4;3;3;1;5;3;5;2;5;2;1;5;1;3;1;5;5;3;3;5;2;3;4;3;1;2;1;1;3;2
R834;5;5;2;5;3;1;2;2;2;5;2;4;4;5;5;3;2;5;2;2;3;5;5;5;1;4;5;2;1;3;4;4;1;2;5;4;3
R835;2;4;1;4;4;3;3;5;4;1;3;1;1;3;2;1;3;4;2;4;5;3;5;4;2;5;1;5;1;5;4;1;3;4;3;5;3
R836;4;1;4;2;1;4;3;5;2;4;4;3;5;2;1;2;4;1;3;2;1;4;5;4;1;5;2;1;3;2;3;5;2;1;3;2;4
R837;2;3;3;5;2;2;4;5;1;5;3;3;4;4;1;1;1;5;2;1;5;5;3;2;3;3;1;5;3;1;2;2;4;4;5;1;4
R838;5;3;4;4;1;3;4;4;2;3;1;5;2;2;3;1;3;2;4;2;4;1;5;2;5;3;4;2;3;3;2;1;4;1;5;4;5
R839;4;4;3;4;5;4;2;2;1;3;1;1;2;2;4;3;1;4;4;2;3;5;3;5;3;5;1;5;4;3;5;5;4;2;2;1;2
R840;4;5;1;5;3;4;2;5;2;4;5;5;1;5;2;3;5;2;3;5;4;4;5;2;2;3;4;2;5;1;1;3;2;2;5;5;2
R841;2;1;4;3;5;4;5;1;1;2;4;1;3;5;5;3;4;4;2;2;1;2;4;1;5;2;3;5;4;5;1;2;5;4;3;5;3
R842;2;3;3;1;2;2;5;3;4;1;1;1;2;3;4;5;1;5;3;2;5;5;4;2;4;2;1;3;4;3;2;2;4;3;5;5;4
R843;2;4;5;4;4;2;2;3;4;3;1;3;1;1;2;3;2;5;3;5;3;2;2;1;4;1;2;3;4;4;3;5;5;3;3;4;2
R844;4;2;5;4;4;4;2;5;1;3;1;5;3;2;1;5;2;1;4;1;3;1;3;2;2;4;5;1;5;5;3;5;4;2;3;4;1
R845;1;5;5;1;4;2;2;4;5;4;2;2;5;4;4;1;5;1;1;3;2;3;5;2;5;4;2;4;1;2;2;2;1;5;2;2;1
R846;3;1;1;3;1;1;1;3;5;3;5;1;2;5;1;2;5;4;5;1;5;1;5;1;1;3;5;1;2;1;1;5;2;5;2;2;3
R847;4;3;3;4;5;4;2;5;3;4;3;2;2;4;1;5;2;5;4;5;1;5;1;1;5;3;1;2;1;4;4;5;5;3;4;3;2
R848;4;4;5;3;5;5;3;3;1;3;3;1;2;4;2;3;1;1;2;2;3;2;4;1;2;4;5;2;2;4;1;5;2;3;1;3;4
R849;2;4;2;4;1;3;1;5;1;4;5;5;1;5;3;2;4;2;3;5;2;2;3;2;5;3;4;1;4;5;3;4;1;1;2;1;2
R850;5;2;3;5;1;1;2;4;3;5;4;1;2;5;4;4;1;5;2;5;1;5;2;5;4;3;2;2;4;3;3;1;2;3;4;5;3
R851;3;2;5;5;2;2;5;5;5;5;5;3;3;5;2;1;1;2;1;3;4;4;2;5;1;4;5;5;4;1;4;1;4;4;3;2;4
R852;2;2;1;3;5;5;3;3;5;3;1;1;2;1;4;1;2;5;3;5;2;2;5;3;3;4;2;2;5;3;2;2;5;2;2;1;5
R853;3;2;5;1;3;1;2;5;5;4;2;1;2;5;5;4;4;5;5;3;2;2;4;5;2;5;3;1;3;5;5;3;3;4;1;4;5
R854;2;3;2;3;1;3;5;2;4;1;3;1;4;1;2;5;1;4;3;1;1;5;1;5;4;4;5;4;3;3;5;4;5;4;5;3;2
R855;1;4;5;1;2;2;3;2;1;4;4;1;4;5;2;3;5;4;5;1;1;2;3;3;2;2;4;2;2;4;5;5;1;4;4;1;2
R856;2;5;5;3;5;3;3;2;5;3;1;2;4;1;3;4;3;1;4;2;2;1;1;5;3;5;3;4;3;5;2;2;3;4;3;5;2
R857;2;4;3;4;5;3;2;2;2;1;5;1;2;1;1;3;5;3;2;4;4;1;3;2;2;5;3;4;1;3;1;5;5;2;3;2;1
R858;5;4;2;2;3;2;4;3;5;1;5;5;3;3;4;4;2;4;3;5;5;4;4;4;3;3;3;2;2;1;4;3;3;1;2;5;1
R859;1;1;5;3;3;5;5;4;4;4;4;3;4;5;1;4;3;1;1;4;5;3;3;1;2;2;3;4;2;3;3;4;4;5;4;4;1
R860;5;4;5;2;3;1;3;3;4;1;5;2;2;4;2;3;3;3;1;4;5;1;4;3;2;5;5;5;4;3;2;4;4;2;2;5;5
R861;4;1;2;4;1;4;2;4;2;5;1;4;1;4;4;2;5;4;3;2;4;5;1;4;1;2;5;5;5;3;1;1;4;1;4;3;4
R862;3;4;3;2;5;2;1;1;4;1;5;2;5;5;3;1;5;4;1;2;4;3;5;2;2;4;3;1;2;2;5;5;1;1;1;1;3
R863;4;2;1;4;4;2;1;3;5;5;2;3;1;2;1;3;5;5;3;5;3;3;3;5;2;2;4;4;4;3;5;2;1;2;4;3;5
R864;5;1;5;1;1;2;4;3;2;4;4;3;1;1;1;3;2;4;5;5;5;4;2;3;2;5;3;3;4;1;2;2;2;1;5;2;5
R865;4;5;5;1;1;2;4;5;2;4;5;2;5;5;2;2;5;1;2;3;3;5;5;5;3;2;5;4;2;4;4;1;5;1;3;2;5
R866;1;2;4;3;3;1;4;2;5;1;3;1;2;3;1;2;4;2;4;1;1;3;3;2;3;4;2;5;1;1;3;5;4;1;5;2;5
R867;4;1;3;4;5;4;1;4;2;2;2;5;1;3;1;4;4;1;2;5;4;4;5;5;5;3;4;2;2;3;5;3;4;3;1;5;2
R868;4;3;5;1;2;5;2;1;5;5;3;5;1;2;2;5;5;4;2;1;3;2;3;1;3;3;2;3;5;2;2;5;4;2;3;3;2
R869;3;5;5;3;4;3;3;1;3;3;1;1;4;1;2;4;1;3;1;4;2;5;1;2;5;4;2;2;5;4;4;1;1;5;4;2;5
R870;2;5;1;3;2;1;5;2;2;4;3;2;4;2;5;3;4;2;1;4;1;2;2;3;1;1;5;4;3;4;3;1;1;5;1;4;1
R871;2;1;4;1;3;1;2;5;1;2;4;1;3;2;4;3;1;5;5;4;1;2;3;4;3;5;2;5;5;4;2;3;3;3;1;1;3
R872;2;5;3;5;5;1;4;5;2;4;1;4;5;5;3;3;3;4;1;3;5;4;3;3;5;5;4;4;4;1;1;5;4;5;2;4;4
R873;3;2;1;2;4;5;1;2;1;5;4;3;3;5;5;1;2;4;3;2;5;3;1;3;4;3;2;2;1;2;5;4;5;3;1;4;1
R874;5;4;3;2;4;3;1;5;4;3;4;1;2;4;4;5;4;5;3;2;5;2;2;2;5;1;1;4;4;4;2;3;4;5;5;3;4
R875;4;1;5;2;3;3;3;3;5;4;2;2;3;5;4;2;4;2;3;4;5;4;2;4;2;3;3;4;1;1;4;1;4;4;2;4;4
R876;1;2;5;5;4;4;1;5;4;2;5;5;4;3;5;1;5;3;2;4;4;3;4;2;3;2;4;1;2;3;4;2;1;1;1;2;4
R877;5;4;3;3;3;4;4;4;3;2;5;5;2;4;4;5;2;4;1;5;3;5;3;4;5;3;4;5;3;5;5;5;5;2;3;2;1
R878;3;5;2;5;5;3;5;1;4;5;1;3;3;1;1;5;1;1;3;1;4;3;5;2;4;2;1;5;5;5;5;4;1;4;1;3;3
R879;1;4;3;4;1;4;1;3;5;3;2;3;1;2;1;1;4;4;2;3;1;1;5;2;4;4;4;5;4;5;4;5;3;1;1;4;2
R880;1;3;3;4;4;3;5;5;2;1;2;2;2;3;3;4;3;2;3;1;1;1;1;2;3;4;4;3;2;5;5;5;1;5;3;2;5
R881;5;2;1;4;4;5;5;2;5;2;4;1;3;4;5;4;5;2;5;2;3;4;5;4;2;4;5;3;4;1;4;1;3;2;3;3;1
R882;3;5;2;3;3;4;4;4;3;2;5;3;4;1;3;1;5;5;5;2;5;1;5;1;3;3;4;2;3;5;3;3;2;4;4;1;3
R883;1;4;1;4;3;5;2;2;3;2;3;3;3;1;4;4;2;1;2;5;5;2;2;3;1;3;5;4;1;2;4;2;5;3;1;5;1
R884;3;1;5;2;4;3;1;3;3;4;4;4;5;3;2;3;1;4;4;4;4;5;1;1;2;3;3;3;4;5;2;4;4;2;5;4;4
R885;5;4;5;5;3;5;3;1;1;1;4;1;1;1;3;1;2;5;5;4;5;3;2;3;2;2;2;4;1;2;2;2;1;1;4;5;5
R886;1;2;4;4;2;2;2;5;2;1;4;4;3;5;4;2;2;5;2;1;5;5;5;5;4;4;5;2;3;1;2;2;2;5;1;3;3
R887;5;1;3;4;1;2;3;4;3;5;3;3;2;4;5;5;5;1;4;4;4;4;5;3;2;5;4;3;2;5;5;3;4;4;3;2;4
R888;1;2;5;3;5;5;3;1;4;2;5;3;1;2;1;5;5;4;3;2;1;2;3;5;2;3;1;1;3;3;4;5;1;3;3;4;3
R889;4;4;4;4;2;2;3;1;1;2;3;1;1;2;4;4;4;3;1;4;5;4;1;2;2;4;2;1;5;3;5;2;3;5;5;5;4
R890;1;2;2;3;1;5;1;2;3;2;4;5;2;4;2;4;4;1;5;5;1;5;5;1;3;3;1;2;5;5;2;1;1;1;1;5;4
R891;2;5;5;1;2;2;3;3;5;4;5;4;4;1;3;3;5;4;5;1;3;2;1;4;3;3;3;4;2;3;5;3;5;1;5;2;3
R892;3;5;1;4;3;5;5;2;4;4;4;4;2;2;1;2;1;5;3;1;1;4;1;2;4;3;5;4;5;4;1;5;3;4;5;5;2
